UUID: f08c55e0-31af-4d4f-abce-20a7e807dae6
NEW CROP, APPLE, amount: 853kg, in week: 22
PRODUCT HAS BEEN PURCHASED, Suggar, amount: 10kg, shop price: 42.55 in week:22 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Suggar, amount: 14kg, shop price: 42.55 in week:22 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT WAS SOLD OUT, in week:22


UUID: 597fcf2a-c218-4ecc-a6c0-b2abcd834d07
NEW CROP, SALAD, amount: 523kg, in week: 7


UUID: a9c63def-f68b-4db6-82e6-9be5a5143572
NEW CROP, SALAD, amount: 851kg, in week: 3


UUID: 81ed2a0c-a251-437e-bd49-e07a878c6a00
NEW CROP, OILSEED, amount: 397kg, in week: 26
CROP HAS BEEN HARVESTED IN WEEK: 27 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, OILSEED, amount: 397kg, in week:28
NEW PRODUCT, Oilseed oil, amount: 297kg, shop price: 53.0 in week:28 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Oilseed oil, shop price: 53.0 in week:29
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 53.0 in week:29 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 53.0 in week:30 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 8kg, shop price: 53.0 in week:30 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Oilseed oil, amount: 10kg, shop price: 53.0 in week:30 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999


UUID: f2ba7d8f-1d69-42b5-a94d-d3c2a56ca979
NEW CROP, HEMP, amount: 506kg, in week: 8


UUID: aca9bd4e-a208-4473-8a62-6bd04b72a329
NEW CROP, PLUMS, amount: 535kg, in week: 5


UUID: 41790678-47e6-4172-a948-deca06608e0e
NEW CROP, SALAD, amount: 629kg, in week: 3


UUID: 39592fe2-0432-4301-83dd-2917591fe827
NEW CROP, CHERRIES, amount: 489kg, in week: 1
CROP HAS BEEN HARVESTED IN WEEK: 5 by 8050f987-9e17-4bb9-92a6-b747df3a28a0
CROPT HAS BEEN SHIPPED, CHERRIES, amount: 489kg, in week:6
NEW PRODUCT, CHERRIESjuice, amount: 415l, shop price: 85.0 in week:6 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, CHERRIESjuice, shop price: 85.0 in week:7
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 12l, shop price: 85.0 in week:7 by customer b862378b-4dda-4b25-8289-0cde582c3099
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 35ece140-dc29-4f03-a63e-cf09d1c78a17
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 6b5179ae-f789-4a31-80fd-19c4ec1e05dc
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 35f9d570-d8b4-40c3-a05b-b6cb9ea54188
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 3c19e95a-29d6-4ec7-81bf-68131878fe12
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 583530f2-9e84-4ad3-8bbd-ec09396c822f
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer d040dc0d-8ec7-4906-abe6-7128a798958e
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 3622256c-8bd9-41cb-80fe-f38da25ec700
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 7l, shop price: 85.0 in week:7 by customer c7b01892-498d-4e1a-ae0a-46636b698a0b
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 3ecd773f-94c3-47b8-b011-d3bd9eccb644
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 6l, shop price: 85.0 in week:7 by customer 95dbe32f-141c-4f78-a046-b455b96dc28e
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 6l, shop price: 85.0 in week:7 by customer adb22eb4-e1aa-40f6-b3d7-fd3ce3c407ad
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer c21862bf-5a41-408f-8cd6-4f4ea9c90351
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 15l, shop price: 85.0 in week:7 by customer a1df63d7-c2dd-4849-9f89-b21c22791d59
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 8l, shop price: 85.0 in week:7 by customer 3cfb81a3-83fb-4956-8b5f-6f8c0ed6018d
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 1ee2232e-4637-478e-a24c-77f99c765148
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 9033c223-e647-488b-97b8-f2ef20f64903
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer dfac7b63-7c61-4302-81d3-65084425194f
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 9l, shop price: 85.0 in week:7 by customer b3fc585b-d1ab-450c-8615-7a45cc98981d
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 4fbd7832-4bad-48d1-96e6-c5579c4b78a7
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer c2a3aa33-50da-4021-99a5-8af57b888bce
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 23c24706-dc60-45f2-8598-809043cec79d
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer bad2d321-6d22-47db-bb23-0d183810adaa
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:7 by customer 689d78ac-5b1b-4c52-a685-c0b90e64c996
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 12l, shop price: 85.0 in week:8 by customer b862378b-4dda-4b25-8289-0cde582c3099
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 12l, shop price: 85.0 in week:8 by customer 61e335ac-ed32-40e9-b1db-1902fddb3290
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 13l, shop price: 85.0 in week:8 by customer eff3ce08-55db-4747-8da3-0f1e6bc44b13
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 5l, shop price: 85.0 in week:8 by customer 5e4145b8-ad1b-4c57-8409-faafd655f5d7
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 3ecd773f-94c3-47b8-b011-d3bd9eccb644
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 13l, shop price: 85.0 in week:8 by customer 96d6a970-8d39-4cf3-975b-481e3c8eae3b
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 5c886aa9-dd78-4515-a489-7727f1cae832
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 84839e6e-3c16-4b13-86c2-e56ec3069e54
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 15l, shop price: 85.0 in week:8 by customer a1df63d7-c2dd-4849-9f89-b21c22791d59
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 0a619eb9-3041-432a-b8af-10cc50dce9bc
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer dfac7b63-7c61-4302-81d3-65084425194f
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 14l, shop price: 85.0 in week:8 by customer 235508e0-3dd8-4db6-9b4e-8e868b6d96c4
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer c2a3aa33-50da-4021-99a5-8af57b888bce
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 5bb93c71-72cb-4627-9936-527012f6100f
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer bad2d321-6d22-47db-bb23-0d183810adaa
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 689d78ac-5b1b-4c52-a685-c0b90e64c996
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:8 by customer 3cfc15eb-76db-4a32-bed6-ca9ebf0c2d02
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:9 by customer 082ba35f-8675-4a65-88ce-aa19d2dbd43f
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 11l, shop price: 85.0 in week:9 by customer 52a1045c-9cd3-4a91-867b-831791e74768
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:9 by customer 35ece140-dc29-4f03-a63e-cf09d1c78a17
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 5l, shop price: 85.0 in week:9 by customer 0e9a2add-46d8-4203-8870-63ce7f2c58ff
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:9 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, CHERRIESjuice, amount: 10l, shop price: 85.0 in week:9 by customer bfdbaf7f-c4d0-4020-a958-633f17884b58
PRODUCT WAS SOLD OUT, in week:9


UUID: cdcd057d-eea2-4ba6-bec9-bd7b4d5ee523
NEW CROP, OILSEED, amount: 739kg, in week: 8


UUID: d5d320f7-0f99-4c8b-8f5f-21bfcef4c05f
NEW CROP, FLEX, amount: 604kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 18 by d7a60a24-9c81-4de4-8b6f-8eb7359f8ee9
CROPT HAS BEEN SHIPPED, FLEX, amount: 604kg, in week:19
NEW PRODUCT, Flex material, amount: 90kg, shop price: 342.0 in week:19 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Flex material, shop price: 342.0 in week:20
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 5kg, shop price: 342.0 in week:20 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 10kg, shop price: 342.0 in week:20 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 8kg, shop price: 342.0 in week:21 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 10kg, shop price: 342.0 in week:21 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 5kg, shop price: 342.0 in week:22 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 8kg, shop price: 342.0 in week:23 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 5kg, shop price: 342.0 in week:23 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 5kg, shop price: 342.0 in week:23 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 10kg, shop price: 342.0 in week:23 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 10kg, shop price: 342.0 in week:24 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 5kg, shop price: 342.0 in week:25 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT WAS SOLD OUT, in week:25


UUID: 78c52524-789e-41e5-9a61-7d2c944cede6
NEW CROP, PEAR, amount: 244kg, in week: 25


UUID: a4294c0b-4e31-4fa6-8a31-738766491034
NEW CROP, CUCCUMBER, amount: 392kg, in week: 12


UUID: 86440cee-9840-4c90-a3f9-b799c47e24e5
NEW CROP, APPLE, amount: 669kg, in week: 7


UUID: 17879f39-2808-4430-89d2-21a30afadc89
NEW CROP, SALAD, amount: 998kg, in week: 2


UUID: 3da1bea4-de78-4c8c-9967-f8425e967cc5
NEW CROP, PLUMS, amount: 608kg, in week: 10


UUID: 1b688be6-aac6-496b-b0ec-ff1f92d4dc8c
NEW CROP, HEMP, amount: 264kg, in week: 10


UUID: 4fbfd856-7d8a-4d4e-86c5-5a980dbf4444
NEW CROP, PEAR, amount: 498kg, in week: 6


UUID: 0266ebdf-dabf-4b1c-b742-8d787e96563b
NEW CROP, RYE, amount: 671kg, in week: 8


UUID: 92d8df4d-f4ed-4522-8bed-13b37b38ddad
NEW CROP, FLEX, amount: 982kg, in week: 7


UUID: e7071b69-d464-49ce-9618-39345bb123cb
NEW CROP, ONION, amount: 498kg, in week: 24


UUID: b9e86e77-e679-4608-b28a-7092007cc319
NEW CROP, FLEX, amount: 481kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 13 by d7a60a24-9c81-4de4-8b6f-8eb7359f8ee9
CROPT HAS BEEN SHIPPED, FLEX, amount: 481kg, in week:14
NEW PRODUCT, Flex material, amount: 72kg, shop price: 535.0 in week:14 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Flex material, shop price: 535.0 in week:15
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 15kg, shop price: 535.0 in week:15 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 10kg, shop price: 535.0 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 5kg, shop price: 535.0 in week:16 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 10kg, shop price: 535.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 5kg, shop price: 535.0 in week:19 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Flex material, amount: 8kg, shop price: 535.0 in week:20 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
THE REST OF PRODUCT WAS SPOILED, in week:20


UUID: e06702fa-64bc-4e46-91db-900e0b7b685a
NEW CROP, WHEET, amount: 391kg, in week: 28


UUID: 5b14302e-66c3-4100-85f2-deb5b272f358
NEW CROP, CORN, amount: 1000kg, in week: 14


UUID: 68407e1c-f4b3-466f-86ed-2edafa16f434
NEW CROP, APPLE, amount: 813kg, in week: 2


UUID: b1e89a49-f56c-4fcb-9a78-b150db559fed
NEW CROP, PLUMS, amount: 790kg, in week: 15


UUID: ae162524-37d2-46fc-857a-f804d2031bfd
NEW CROP, PLUMS, amount: 698kg, in week: 18
CROP HAS BEEN HARVESTED IN WEEK: 24 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, PLUMS, amount: 698kg, in week:25
NEW PRODUCT, PLUMScompote, amount: 593kg, shop price: 110.07 in week:25 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, PLUMScompote, shop price: 110.07 in week:26
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 10kg, shop price: 110.07 in week:26 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 12kg, shop price: 110.07 in week:27 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 14kg, shop price: 110.07 in week:27 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 7kg, shop price: 110.07 in week:29 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 13kg, shop price: 110.07 in week:30 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c


UUID: dc8f7896-4264-40d8-ab5e-fdca645fcef0
NEW CROP, CORN, amount: 217kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 17 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, CORN, amount: 217kg, in week:18
NEW PRODUCT, Corn can, amount: 86kg, shop price: 40.0 in week:18 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Corn can, shop price: 40.0 in week:19
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 5kg, shop price: 40.0 in week:19 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 40.0 in week:19 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 40.0 in week:20 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 11kg, shop price: 40.0 in week:21 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 7kg, shop price: 40.0 in week:21 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 40.0 in week:21 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 40.0 in week:23 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Corn can, amount: 10kg, shop price: 40.0 in week:24 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:24


UUID: 734e3bdf-1c02-432d-a1b8-8db641625072
NEW CROP, OATS, amount: 808kg, in week: 9


UUID: 1b423aba-6b54-4592-a033-c723fd7dcbf4
NEW CROP, SUNFLOWER, amount: 832kg, in week: 12


UUID: 884fa969-b8d8-4b00-a4bb-a32eb4b82f79
NEW CROP, WHEET, amount: 839kg, in week: 11
CROPT HAS BEEN SHIPPED, WHEET, amount: 839kg, in week:11
NEW PRODUCT, Flour, amount: 335kg, shop price: 33.0 in week:11 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Flour, shop price: 33.0 in week:12
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 33.0 in week:12 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Flour, amount: 6kg, shop price: 33.0 in week:12 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Flour, amount: 11kg, shop price: 33.0 in week:14 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Flour, amount: 11kg, shop price: 33.0 in week:15 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Flour, amount: 6kg, shop price: 33.0 in week:15 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Flour, amount: 15kg, shop price: 33.0 in week:16 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Flour, amount: 11kg, shop price: 33.0 in week:16 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 33.0 in week:16 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: 188a95b0-49d6-4965-99e2-d799c165043b
NEW CROP, CHERRIES, amount: 960kg, in week: 29


UUID: 1f9dff2a-fdbf-4cbd-934a-b80a76b8c2e1
NEW CROP, ONION, amount: 147kg, in week: 11
CROPT HAS BEEN SHIPPED, ONION, amount: 147kg, in week:11
NEW PRODUCT, Onion rings, amount: 132kg, shop price: 40.0 in week:11 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Onion rings, shop price: 40.0 in week:12
PRODUCT HAS BEEN PURCHASED, Onion rings, amount: 14kg, shop price: 40.0 in week:14 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Onion rings, amount: 13kg, shop price: 40.0 in week:15 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Onion rings, amount: 10kg, shop price: 40.0 in week:16 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Onion rings, amount: 11kg, shop price: 40.0 in week:17 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Onion rings, amount: 12kg, shop price: 40.0 in week:17 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: 58f784ed-f1dc-4653-a40b-f77d3aaa78e4
NEW CROP, ONION, amount: 328kg, in week: 1
CROPT HAS BEEN SHIPPED, ONION, amount: 328kg, in week:1
NEW PRODUCT, ONION, amount: 328kg, shop price: 24.0 in week:1 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, ONION, shop price: 24.0 in week:2
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 6b5179ae-f789-4a31-80fd-19c4ec1e05dc
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 28e44809-f166-45fa-adfc-29125cd8e8f4
PRODUCT HAS BEEN PURCHASED, ONION, amount: 11kg, shop price: 24.0 in week:2 by customer becbced8-0ace-4978-bbef-f166034bce83
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 662cc495-9000-48a7-a42f-2c590c3bd2ff
PRODUCT HAS BEEN PURCHASED, ONION, amount: 14kg, shop price: 24.0 in week:2 by customer ca41c9b0-2922-4b46-bf2e-6ec1e78f60c5
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 51de2388-15dd-46a6-a4d0-a7eef0e64c4a
PRODUCT HAS BEEN PURCHASED, ONION, amount: 10kg, shop price: 24.0 in week:2 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
